,Time,C0,C1,C2,C3,C4
0,0.28058845,,,,,
1,0.26151943,,,,,
2,0.1991077,,,,,
3,0.19337025,,,,,
4,0.18610121,,,,,
5,0.19021398,,,,,
6,0.16191572,38.719058055378554,32.108994128588485,31.52713057882918,26.80242559825245,23.46794533301593
7,0.15435009,38.71905805537857,32.108994128588485,31.527130578829176,26.80242559825246,23.46794533301592
8,0.14801458,38.71905805537853,32.10899412858848,31.527130578829166,26.80242559825246,23.467945333015923
9,0.14713728,38.71905805537855,32.108994128588485,31.527130578829176,26.802425598252466,23.467945333015926
10,0.16934316,38.71905805537857,32.108994128588485,31.527130578829166,26.802425598252448,23.467945333015923
11,0.18357076,38.719058055378596,32.108994128588506,31.527130578829176,26.80242559825247,23.467945333015933
12,0.19178447,38.71905805537856,32.10899412858851,31.52713057882919,26.80242559825247,23.467945333015926
13,0.20398176,38.7190580553786,32.10899412858849,31.527130578829183,26.802425598252473,23.46794533301593
14,0.21592341,38.719058055378554,32.10899412858847,31.52713057882917,26.80242559825247,23.467945333015916
15,0.2505641,38.719058055378575,32.1089941285885,31.527130578829187,26.802425598252462,23.467945333015937
16,0.24834414,38.71905805537856,32.108994128588485,31.527130578829176,26.80242559825246,23.46794533301594
17,0.21108687,38.719058055378554,32.10899412858848,31.527130578829176,26.802425598252455,23.46794533301594
18,0.13733988,38.71905805537857,32.10899412858849,31.52713057882918,26.802425598252462,23.46794533301593
19,0.055981413,38.71905805537856,32.108994128588485,31.52713057882917,26.80242559825245,23.467945333015926
20,-0.050248113,38.719058055378596,32.10899412858849,31.527130578829183,26.802425598252462,23.46794533301593
21,-0.11839867,38.719058055378554,32.10899412858849,31.527130578829173,26.80242559825245,23.467945333015944
22,-0.19351265,38.71905805537858,32.108994128588506,31.527130578829187,26.802425598252462,23.467945333015933
23,-0.25366965,38.71905805537856,32.108994128588485,31.527130578829176,26.802425598252455,23.467945333015933
24,-0.2599864,39.62174481382346,32.251666612366556,31.639649147869886,26.835871783918716,23.611704109849782
25,-0.2866273,38.719058055378554,32.108994128588456,31.527130578829166,26.802425598252462,23.467945333015916
26,-0.32003227,38.719058055378554,32.10899412858847,31.527130578829166,26.802425598252455,23.467945333015912
27,-0.36990777,38.719058055378554,32.1089941285885,31.52713057882917,26.802425598252462,23.46794533301593
28,-0.4229659,38.719058055378575,32.10899412858848,31.52713057882917,26.80242559825247,23.467945333015937
29,-0.4467631,38.719058055378554,32.10899412858848,31.527130578829183,26.80242559825246,23.467945333015937
30,-0.6119696,38.71905805537857,32.10899412858846,31.527130578829176,26.802425598252466,23.467945333015916
31,-0.7079012,38.71905805537858,32.10899412858848,31.52713057882918,26.802425598252462,23.467945333015923
32,-0.81925935,38.71905805537856,32.10899412858846,31.527130578829183,26.802425598252462,23.467945333015926
33,-0.8879847,38.71905805537856,32.108994128588485,31.527130578829183,26.802425598252466,23.467945333015933
34,-1.0160578,38.71905805537855,32.10899412858847,31.527130578829162,26.802425598252448,23.467945333015916
35,-1.1532393,38.71905805537861,32.10899412858848,31.52713057882917,26.802425598252462,23.467945333015937
36,-1.3188903,38.71905805537857,32.10899412858846,31.527130578829176,26.802425598252466,23.467945333015933
37,-1.4149084,38.71905805537857,32.108994128588485,31.527130578829162,26.802425598252466,23.467945333015923
38,-1.4919899,38.719058055378554,32.10899412858849,31.527130578829183,26.802425598252448,23.46794533301593
39,-1.5017143,38.71905805537857,32.10899412858846,31.527130578829176,26.80242559825245,23.46794533301592
40,-1.5326896,38.719058055378554,32.10899412858848,31.527130578829183,26.80242559825246,23.467945333015937
41,-1.6188412,38.71905805537858,32.10899412858848,31.52713057882918,26.80242559825247,23.467945333015926
42,-1.6516558,38.71905805537856,32.108994128588485,31.52713057882918,26.802425598252455,23.467945333015933
43,-1.5761039,38.71905805537857,32.10899412858846,31.527130578829162,26.80242559825247,23.46794533301592
44,-1.4358841,38.71905805537853,32.10899412858848,31.527130578829162,26.802425598252462,23.46794533301592
45,-1.2446218,38.71905805537855,32.10899412858846,31.52713057882917,26.802425598252455,23.467945333015916
46,-0.70240617,38.71905805537855,32.10899412858848,31.527130578829166,26.802425598252462,23.467945333015923
47,-0.19921951,38.71905805537857,32.108994128588485,31.527130578829187,26.802425598252466,23.467945333015933
48,-0.118745275,38.71905805537854,32.10899412858847,31.527130578829176,26.80242559825247,23.467945333015926
49,0.24301651,38.71905805537859,32.10899412858847,31.527130578829176,26.80242559825247,23.467945333015937
50,0.68459886,38.719058055378554,32.108994128588485,31.52713057882918,26.802425598252462,23.46794533301593
51,1.0114088,38.71905805537856,32.108994128588485,31.527130578829198,26.80242559825245,23.467945333015937
52,1.1772501,38.71905805537854,32.108994128588485,31.527130578829176,26.802425598252462,23.46794533301593
53,1.3145882,38.71905805537856,32.108994128588485,31.52713057882918,26.802425598252462,23.46794533301593
54,1.3350298,38.71905805537856,32.10899412858849,31.527130578829194,26.802425598252455,23.467945333015916
55,1.3830554,38.71905805537856,32.10899412858848,31.52713057882917,26.802425598252466,23.467945333015933
56,1.377473,38.71905805537857,32.108994128588485,31.527130578829176,26.802425598252462,23.467945333015923
57,1.4103105,38.719058055378554,32.108994128588485,31.527130578829187,26.802425598252462,23.46794533301592
58,1.442213,38.719058055378596,32.10899412858848,31.52713057882917,26.802425598252462,23.467945333015937
59,1.4684227,38.719058055378575,32.108994128588485,31.52713057882918,26.80242559825246,23.467945333015933
60,1.4718796,38.719058055378554,32.10899412858848,31.527130578829176,26.802425598252466,23.467945333015916
61,1.5383068,38.71905805537855,32.10899412858848,31.527130578829183,26.80242559825247,23.467945333015933
62,1.5590402,38.71905805537856,32.108994128588485,31.52713057882917,26.80242559825247,23.467945333015923
63,1.5677623,38.719058055378554,32.10899412858848,31.527130578829166,26.80242559825247,23.467945333015916
64,1.529948,38.71905805537854,32.10899412858847,31.52713057882917,26.802425598252455,23.467945333015916
65,1.5660849,38.719058055378596,32.10899412858848,31.527130578829183,26.802425598252462,23.467945333015926
66,1.5209612,38.719058055378554,32.10899412858848,31.527130578829162,26.802425598252455,23.467945333015937
67,1.4444045,38.71905805537855,32.10899412858849,31.527130578829183,26.802425598252462,23.46794533301593
