,Time,C0,∂vel3/∂vel3,∂vel3/∂pos2,∂vel3/∂vel0,∂vel3/∂vel9
75,-0.67585105,-0.0013148562452071487,-0.23379634474395022,-0.05134300590974275,-0.04130260351095534,0.18926145088729368
76,-0.5747286,-0.001314856245207145,-0.23379634474395022,-0.05134300590974247,-0.04130260351095545,0.1892614508872938
77,-0.46807775,-0.001314856245207115,-0.23379634474395034,-0.051343005909742306,-0.04130260351095541,0.18926145088729376
78,-0.34549513,-0.0013148562452070765,-0.23379634474395017,-0.05134300590974247,-0.04130260351095543,0.1892614508872939
79,-0.22635151,-0.0013148562452071177,-0.2337963447439504,-0.051343005909742306,-0.04130260351095544,0.18926145088729399
80,-0.095597535,-0.0013148562452070724,-0.2337963447439503,-0.05134300590974242,-0.04130260351095538,0.18926145088729365
81,-0.044773232,-0.0013148562452071225,-0.23379634474395017,-0.05134300590974239,-0.04130260351095541,0.1892614508872937
82,0.10103771,-0.001314856245207096,-0.23379634474395022,-0.05134300590974242,-0.041302603510955375,0.18926145088729365
83,-0.06861835,-0.0013148562452071145,-0.23379634474395022,-0.05134300590974242,-0.041302603510955466,0.18926145088729376
84,0.0075590583,-0.0013148562452071424,-0.23379634474395017,-0.05134300590974236,-0.04130260351095533,0.18926145088729368
85,-0.0494,-0.0013148562452071403,-0.2337963447439503,-0.051343005909742334,-0.04130260351095538,0.18926145088729351
86,-0.059230756,-0.0013148562452071572,-0.23379634474395028,-0.05134300590974253,-0.041302603510955355,0.1892614508872937
87,-0.16224496,-0.0013148562452071294,-0.23379634474395028,-0.051343005909742334,-0.04130260351095534,0.18926145088729365
88,-0.26135895,-0.0013148562452071108,-0.23379634474395058,-0.05134300590974228,-0.04130260351095547,0.18926145088729407
89,-0.44724238,-0.0013148562452071405,-0.2337963447439505,-0.05134300590974236,-0.04130260351095546,0.18926145088729382
90,-0.6290124,-0.0013148562452071405,-0.23379634474395025,-0.051343005909742445,-0.041302603510955306,0.18926145088729393
91,-0.7664064,-0.001314856245207134,-0.2337963447439502,-0.05134300590974239,-0.04130260351095545,0.18926145088729388
92,-0.8655479,-0.0013148562452071125,-0.23379634474395014,-0.0513430059097425,-0.041302603510955355,0.18926145088729374
93,-0.8450511,-0.0013148562452071195,-0.2337963447439506,-0.051343005909742445,-0.0413026035109554,0.18926145088729407
94,-0.8978884,-0.0013148562452071036,-0.23379634474395034,-0.05134300590974239,-0.04130260351095542,0.18926145088729396
95,-0.9961987,-0.0013148562452071307,-0.23379634474395025,-0.05134300590974242,-0.04130260351095547,0.18926145088729376
96,-1.1041558,-0.0013148562452071325,-0.23379634474395006,-0.05134300590974236,-0.041302603510955466,0.18926145088729357
97,-1.2128122,-0.001314856245207098,-0.2337963447439501,-0.05134300590974236,-0.04130260351095541,0.18926145088729368
98,-1.2797275,-0.0013148562452070702,-0.23379634474395022,-0.051343005909742445,-0.04130260351095536,0.18926145088729365
99,-1.2884967,-0.001223460844099669,-0.23470262781717033,-0.05120891685666065,-0.041256136345062075,0.18742734400245073
100,-1.2890979,-0.0013148562452070772,-0.23379634474394992,-0.05134300590974242,-0.04130260351095536,0.18926145088729343
101,-1.2189956,-0.0013148562452070208,-0.23379634474395022,-0.05134300590974242,-0.04130260351095544,0.18926145088729376
102,-1.0826163,-0.0013148562452070854,-0.23379634474395009,-0.051343005909742556,-0.04130260351095543,0.18926145088729357
103,-0.9122681,-0.0013148562452070804,-0.23379634474395022,-0.05134300590974253,-0.04130260351095546,0.18926145088729368
104,-0.5595928,-0.001314856245207126,-0.23379634474395034,-0.05134300590974242,-0.04130260351095543,0.18926145088729376
105,-0.24805307,-0.001314856245207106,-0.23379634474395034,-0.051343005909742334,-0.04130260351095544,0.18926145088729376
106,0.012313634,-0.0013148562452070592,-0.23379634474395028,-0.05134300590974253,-0.041302603510955396,0.18926145088729393
107,0.08007451,-0.001314856245207118,-0.23379634474395017,-0.051343005909742445,-0.041302603510955375,0.18926145088729365
108,0.08764015,-0.0013148562452070791,-0.23379634474395017,-0.05134300590974228,-0.041302603510955466,0.18926145088729368
109,0.046643827,-0.001314856245207142,-0.23379634474395028,-0.05134300590974267,-0.04130260351095551,0.1892614508872938
110,-0.057697065,-0.0013148562452071242,-0.23379634474395028,-0.051343005909742445,-0.04130260351095549,0.189261450887294
111,-0.14637879,-0.0013148562452070705,-0.23379634474395034,-0.05134300590974247,-0.04130260351095545,0.18926145088729368
112,-0.28218392,-0.0013148562452070952,-0.2337963447439502,-0.051343005909742556,-0.041302603510955445,0.18926145088729374
113,-0.41289064,-0.0013148562452070702,-0.23379634474395034,-0.05134300590974253,-0.041302603510955396,0.18926145088729393
114,-0.53930473,-0.0013148562452071093,-0.2337963447439505,-0.05134300590974247,-0.04130260351095543,0.18926145088729382
115,-0.6577208,-0.0009758085973274694,-0.233800612627305,-0.05148822272267545,-0.043263786652344705,0.18755668292901684
116,-0.7574134,-0.0009758085973275339,-0.2338006126273049,-0.05148822272267545,-0.043263786652344635,0.18755668292901678
117,-0.85961664,-0.0009758085973274707,-0.23380061262730487,-0.05148822272267539,-0.04326378665234491,0.1875566829290171
118,-0.9405955,-0.001314856245207078,-0.2337963447439501,-0.05134300590974236,-0.04130260351095534,0.1892614508872937
119,-0.9708848,-0.0013148562452071277,-0.23379634474395042,-0.05134300590974253,-0.041302603510955396,0.1892614508872936
120,-1.1406941,-0.001314856245207164,-0.23379634474395014,-0.05134300590974239,-0.04130260351095537,0.18926145088729385
121,-1.2624922,-0.0013148562452071106,-0.23379634474395045,-0.05134300590974236,-0.041302603510955396,0.189261450887294
122,-1.3514868,-0.0013148562452071557,-0.23379634474395056,-0.0513430059097425,-0.04130260351095556,0.1892614508872941
123,-1.3889389,-0.001027792453113855,-0.23383665088527583,-0.05114192872241058,-0.041319090525261365,0.18848713560413255
124,-1.3874916,-0.0010277924531139672,-0.23383665088527555,-0.05114192872241052,-0.04131909052526132,0.18848713560413233
125,-1.2642533,-0.0010277924531138804,-0.23383665088527564,-0.05114192872241041,-0.04131909052526135,0.1884871356041325
126,-1.163201,-0.0010277924531138763,-0.2338366508852755,-0.05114192872241041,-0.041319090525261296,0.18848713560413255
127,-1.0568924,-0.0010277924531138882,-0.23383665088527564,-0.05114192872241036,-0.04131909052526146,0.18848713560413274
128,-0.9425991,-0.0013148562452071214,-0.23379634474395042,-0.05134300590974242,-0.04130260351095539,0.1892614508872937
129,-0.81139815,-0.0010277924531139112,-0.23383665088527578,-0.05114192872241052,-0.04131909052526142,0.18848713560413272
130,-0.7012917,-0.0013148562452071318,-0.23379634474395022,-0.05134300590974242,-0.04130260351095551,0.18926145088729393
131,-0.52681506,-0.0013148562452071201,-0.23379634474395028,-0.051343005909742334,-0.041302603510955375,0.18926145088729368
132,-0.37886953,-0.001314856245207114,-0.23379634474395028,-0.05134300590974247,-0.04130260351095532,0.18926145088729365
133,-0.31649745,-0.0013148562452071227,-0.23379634474395045,-0.05134300590974239,-0.0413026035109555,0.18926145088729376
134,-0.19127461,-0.0010046406371942423,-0.23519961102524753,-0.05100438803456736,-0.04130507506953022,0.18737838869972165
135,-0.058700077,-0.0010046406371942028,-0.2351996110252474,-0.051004388034567416,-0.041305075069530246,0.18737838869972168
136,0.05248199,-0.0010046406371941351,-0.23519961102524725,-0.05100438803456753,-0.04130507506953024,0.1873783886997214
137,0.18249203,-0.0010046406371941677,-0.23519961102524753,-0.05100438803456753,-0.041305075069530295,0.18737838869972168
138,0.29329625,-0.0010046406371942188,-0.2351996110252475,-0.051004388034567416,-0.04130507506953024,0.1873783886997217
139,0.39258945,-0.001004640637194182,-0.23519961102524745,-0.05100438803456758,-0.04130507506953026,0.18737838869972162
140,0.45536375,-0.000975808597327506,-0.23380061262730492,-0.05148822272267556,-0.04326378665234472,0.18755668292901706
141,0.49367473,-0.0009758085973275164,-0.233800612627305,-0.0514882227226755,-0.04326378665234465,0.18755668292901692
142,0.52566755,-0.0009758085973274974,-0.23380061262730495,-0.05148822272267556,-0.043263786652344746,0.18755668292901687
143,0.5378246,-0.0009758085973275079,-0.23380061262730506,-0.05148822272267545,-0.04326378665234474,0.18755668292901706
144,0.5359595,-0.0009758085973274521,-0.233800612627305,-0.0514882227226755,-0.04326378665234466,0.18755668292901723
145,0.4617965,-0.0009758085973275077,-0.23380061262730492,-0.051488222722675614,-0.04326378665234454,0.18755668292901703
146,0.36547273,-0.0009758085973274672,-0.23380061262730506,-0.0514882227226755,-0.043263786652344774,0.18755668292901698
147,0.20137627,-0.0009758085973275168,-0.23380061262730495,-0.05148822272267545,-0.043263786652344705,0.18755668292901712
148,0.04312079,-0.0012234608440997326,-0.23470262781717066,-0.051208916856660736,-0.04125613634506214,0.18742734400245092
149,-0.10538314,-0.0009758085973275177,-0.2338006126273049,-0.05148822272267545,-0.0432637866523447,0.18755668292901712
150,-0.19426142,-0.0009758085973275088,-0.23380061262730487,-0.05148822272267545,-0.043263786652344635,0.18755668292901695
151,-0.22526655,-0.0013148562452071073,-0.23379634474395036,-0.05134300590974236,-0.04130260351095546,0.1892614508872937
152,-0.21732512,-0.0013148562452071006,-0.23379634474395025,-0.05134300590974236,-0.041302603510955396,0.1892614508872939
153,-0.20524314,-0.0013148562452070852,-0.2337963447439505,-0.051343005909742445,-0.04130260351095555,0.18926145088729385
154,-0.21788706,-0.0013148562452071245,-0.23379634474395034,-0.05134300590974242,-0.04130260351095536,0.18926145088729368
155,-0.2628329,-0.0013148562452070997,-0.23379634474395034,-0.051343005909742306,-0.0413026035109553,0.18926145088729382
156,-0.34352037,-0.0013148562452070325,-0.23379634474395045,-0.051343005909742306,-0.04130260351095534,0.18926145088729396
157,-0.41734168,-0.0013148562452071186,-0.23379634474395022,-0.0513430059097425,-0.041302603510955424,0.1892614508872938
158,-0.4318666,-0.0013148562452071232,-0.23379634474395036,-0.051343005909742584,-0.04130260351095541,0.18926145088729374
159,-0.47043526,-0.0013148562452071535,-0.23379634474395028,-0.05134300590974236,-0.04130260351095537,0.18926145088729376
160,-0.518377,-0.0013148562452071177,-0.23379634474395047,-0.051343005909742306,-0.041302603510955466,0.1892614508872939
161,-0.65708315,-0.0013148562452071164,-0.2337963447439504,-0.05134300590974242,-0.04130260351095535,0.18926145088729382
162,-0.8167709,-0.0013148562452071008,-0.2337963447439501,-0.05134300590974253,-0.041302603510955466,0.1892614508872937
163,-0.93063873,-0.0013148562452071247,-0.2337963447439502,-0.05134300590974247,-0.04130260351095542,0.18926145088729396
164,-1.0259928,-0.001314856245207074,-0.23379634474395022,-0.0513430059097425,-0.041302603510955396,0.18926145088729374
165,-1.1247066,-0.001314856245207051,-0.2337963447439501,-0.05134300590974225,-0.041302603510955445,0.18926145088729365
166,-1.1488074,-0.001314856245207001,-0.2337963447439504,-0.05134300590974242,-0.04130260351095546,0.1892614508872937
167,-1.1595551,-0.0013148562452070594,-0.23379634474395028,-0.05134300590974247,-0.041302603510955334,0.18926145088729365
168,-1.2367685,-0.0013148562452070824,-0.23379634474395017,-0.05134300590974236,-0.041302603510955306,0.18926145088729368
169,-1.2791238,-0.0013148562452071084,-0.2337963447439501,-0.051343005909742556,-0.0413026035109554,0.18926145088729388
170,-1.3667952,-0.0013148562452071333,-0.23379634474395034,-0.051343005909742334,-0.0413026035109554,0.18926145088729393
171,-1.4135393,-0.0013148562452070982,-0.23379634474395045,-0.05134300590974247,-0.041302603510955466,0.18926145088729385
172,-1.5042483,-0.001314856245207118,-0.23379634474395028,-0.051343005909742334,-0.04130260351095544,0.18926145088729376
173,-1.5979065,-0.0013148562452071043,-0.23379634474395017,-0.051343005909742334,-0.04130260351095535,0.1892614508872938
174,-1.6809118,-0.0013148562452070366,-0.2337963447439501,-0.051343005909742556,-0.041302603510955424,0.18926145088729374
175,-1.7929657,-0.0013148562452070633,-0.2337963447439503,-0.05134300590974242,-0.04130260351095537,0.1892614508872937
176,-1.9344757,-0.0013148562452070846,-0.2337963447439501,-0.051343005909742445,-0.04130260351095541,0.18926145088729368
177,-2.129524,-0.001314856245207105,-0.2337963447439503,-0.0513430059097425,-0.04130260351095543,0.18926145088729376
178,-2.2935462,-0.0013148562452071078,-0.23379634474395006,-0.051343005909742306,-0.04130260351095539,0.18926145088729357
179,-2.545211,-0.0012135644752102241,-0.23461866565468698,-0.05088254891581814,-0.041255738746638355,0.18742489644965496
180,-2.7120678,-0.001213564475210221,-0.2346186656546867,-0.05088254891581828,-0.041255738746638286,0.18742489644965488
181,-2.8449008,-0.0012135644752102287,-0.23461866565468673,-0.050882548915818254,-0.041255738746638244,0.18742489644965488
182,-2.920263,-0.0012135644752102471,-0.2346186656546867,-0.050882548915818365,-0.0412557387466383,0.1874248964496549
183,-2.9459903,-0.0013148562452070698,-0.23379634474395022,-0.05134300590974242,-0.041302603510955424,0.18926145088729365
184,-2.9346042,-0.001314856245207094,-0.23379634474395022,-0.05134300590974242,-0.04130260351095548,0.1892614508872938
185,-2.9510481,-0.0013148562452071065,-0.23379634474395056,-0.05134300590974228,-0.04130260351095541,0.18926145088729385
186,-2.936971,-0.0013148562452071277,-0.23379634474395047,-0.05134300590974214,-0.041302603510955445,0.1892614508872938
187,-2.854071,-0.0013148562452071472,-0.23379634474395045,-0.05134300590974228,-0.041302603510955396,0.18926145088729393
188,-2.7228653,-0.0013148562452070833,-0.23379634474395025,-0.05134300590974242,-0.04130260351095543,0.18926145088729382
189,-2.5652955,-0.0013148562452071585,-0.23379634474395017,-0.051343005909742334,-0.041302603510955466,0.18926145088729396
190,-2.4118397,-0.0013148562452071507,-0.23379634474395028,-0.05134300590974242,-0.041302603510955556,0.18926145088729368
191,-2.1417122,-0.001314856245207149,-0.23379634474395022,-0.051343005909742445,-0.04130260351095535,0.18926145088729357
192,-1.6700504,-0.0013148562452071032,-0.23379634474395017,-0.05134300590974228,-0.04130260351095541,0.18926145088729374
193,-1.1792072,-0.0013148562452071123,-0.23379634474395047,-0.0513430059097425,-0.041302603510955445,0.1892614508872937
194,-0.6503861,-0.0013148562452071442,-0.23379634474395034,-0.051343005909742445,-0.04130260351095548,0.18926145088729393
195,-0.17026348,-0.001314856245207098,-0.23379634474395047,-0.05134300590974225,-0.04130260351095545,0.18926145088729376
196,0.25184703,-0.0013148562452070945,-0.23379634474395042,-0.051343005909742334,-0.041302603510955355,0.18926145088729388
197,0.3027964,-0.0013148562452071277,-0.23379634474395034,-0.05134300590974261,-0.04130260351095538,0.189261450887294
198,0.28206307,-0.0013148562452071134,-0.23379634474395003,-0.05134300590974239,-0.04130260351095533,0.18926145088729354
199,0.26413393,-0.0013148562452071424,-0.23379634474395045,-0.051343005909742445,-0.04130260351095539,0.18926145088729382
200,0.11941628,-0.0013148562452071474,-0.23379634474395028,-0.05134300590974236,-0.04130260351095544,0.18926145088729376
201,-0.049691733,-0.0013148562452070978,-0.2337963447439504,-0.05134300590974239,-0.04130260351095554,0.189261450887294
202,-0.20842028,-0.0009758085973275339,-0.2338006126273045,-0.0514882227226755,-0.043263786652344635,0.1875566829290168
203,-0.22940221,-0.0009758085973274734,-0.23380061262730484,-0.05148822272267545,-0.04326378665234461,0.18755668292901695
204,-0.1285156,-0.0009758085973274942,-0.23380061262730492,-0.05148822272267556,-0.04326378665234466,0.18755668292901706
205,-0.08426087,-0.0009758085973274838,-0.233800612627305,-0.05148822272267539,-0.043263786652344725,0.1875566829290171
206,0.0052557457,-0.0009758085973275131,-0.23380061262730492,-0.05148822272267545,-0.0432637866523448,0.187556682929017
207,-0.123684615,-0.0009758085973274641,-0.23380061262730495,-0.0514882227226755,-0.04326378665234477,0.18755668292901703
208,-0.21417229,-0.0013148562452071097,-0.23379634474395045,-0.051343005909742334,-0.04130260351095544,0.18926145088729393
209,-0.21629502,-0.0013148562452070707,-0.2337963447439505,-0.051343005909742556,-0.041302603510955486,0.18926145088729396
210,-0.25511235,-0.0013148562452070574,-0.23379634474395047,-0.05134300590974242,-0.04130260351095542,0.18926145088729385
211,-0.3231344,-0.0013148562452070698,-0.2337963447439502,-0.05134300590974247,-0.04130260351095549,0.18926145088729368
212,-0.43244383,-0.0013148562452071082,-0.23379634474395014,-0.051343005909742445,-0.041302603510955375,0.1892614508872937
213,-0.4986842,-0.0013148562452070902,-0.23379634474395017,-0.051343005909742556,-0.04130260351095541,0.18926145088729374
214,-0.5581286,-0.0013148562452070978,-0.2337963447439501,-0.05134300590974253,-0.04130260351095533,0.1892614508872937
215,-0.6119432,-0.0013148562452070997,-0.2337963447439504,-0.05134300590974253,-0.04130260351095542,0.18926145088729376
216,-0.67460567,-0.0013148562452071223,-0.23379634474395022,-0.051343005909742445,-0.04130260351095549,0.1892614508872939
217,-0.74695194,-0.0013148562452071294,-0.23379634474395014,-0.0513430059097425,-0.0413026035109554,0.18926145088729354
218,-0.77760077,-0.001027792453113959,-0.2338366508852755,-0.05114192872241041,-0.04131909052526127,0.1884871356041324
219,-0.8200939,-0.00102779245311393,-0.2338366508852756,-0.05114192872241052,-0.041319090525261316,0.1884871356041325
220,-0.8735973,-0.0010277924531139264,-0.23383665088527555,-0.05114192872241058,-0.0413190905252613,0.18848713560413224
221,-0.9164295,-0.0010277924531138679,-0.23383665088527605,-0.05114192872241041,-0.04131909052526143,0.18848713560413272
222,-0.86852777,-0.001223460844099774,-0.23470262781717044,-0.05120891685666071,-0.041256136345062165,0.18742734400245076
223,-0.86451536,-0.0012135644752102063,-0.23461866565468695,-0.05088254891581839,-0.041255738746638335,0.1874248964496549
224,-0.86658597,-0.0012135644752102764,-0.23461866565468686,-0.05088254891581834,-0.0412557387466383,0.18742489644965485
225,-0.87220114,-0.0012135644752102202,-0.23461866565468673,-0.05088254891581828,-0.041255738746638286,0.1874248964496548
226,-0.86816615,-0.001314856245207144,-0.2337963447439499,-0.051343005909742306,-0.04130260351095545,0.18926145088729374
227,-0.9103732,-0.0013148562452071277,-0.2337963447439504,-0.05134300590974247,-0.04130260351095538,0.18926145088729385
228,-0.9274182,-0.0013148562452071557,-0.2337963447439501,-0.05134300590974247,-0.04130260351095541,0.18926145088729368
229,-0.91658473,-0.001314856245207135,-0.23379634474395017,-0.05134300590974228,-0.041302603510955334,0.18926145088729363
230,-1.0125184,-0.0013148562452070963,-0.2337963447439506,-0.05134300590974242,-0.041302603510955514,0.18926145088729412
231,-1.0343298,-0.0013148562452071073,-0.23379634474395034,-0.05134300590974242,-0.04130260351095547,0.18926145088729388
232,-1.0785556,-0.0013148562452070908,-0.23379634474395028,-0.05134300590974242,-0.041302603510955486,0.189261450887294
233,-1.112103,-0.0013148562452070993,-0.23379634474395045,-0.05134300590974242,-0.04130260351095541,0.18926145088729374
234,-1.1437535,-0.0013148562452071357,-0.23379634474395045,-0.051343005909742445,-0.04130260351095546,0.1892614508872936
235,-1.1492759,-0.0013148562452071253,-0.23379634474395025,-0.05134300590974247,-0.04130260351095545,0.18926145088729385
236,-1.212352,-0.0013148562452070947,-0.23379634474395042,-0.051343005909742556,-0.04130260351095537,0.18926145088729357
237,-1.2278695,-0.0013148562452070767,-0.23379634474395034,-0.0513430059097425,-0.0413026035109554,0.18926145088729382
238,-1.2891583,-0.001314856245207093,-0.23379634474395022,-0.05134300590974247,-0.041302603510955466,0.18926145088729365
239,-1.3294435,-0.001314856245207087,-0.23379634474395028,-0.0513430059097425,-0.041302603510955486,0.18926145088729382
240,-1.4009993,-0.0013148562452071203,-0.2337963447439502,-0.05134300590974242,-0.0413026035109553,0.18926145088729343
241,-1.4081534,-0.0013148562452070718,-0.2337963447439502,-0.0513430059097425,-0.04130260351095541,0.18926145088729376
242,-1.5126746,-0.001314856245207083,-0.23379634474395042,-0.051343005909742584,-0.041302603510955445,0.18926145088729374
243,-1.6228102,-0.001314856245207085,-0.23379634474395028,-0.05134300590974242,-0.041302603510955396,0.18926145088729357
244,-1.7970304,-0.0013148562452071223,-0.23379634474395034,-0.05134300590974247,-0.041302603510955424,0.18926145088729388
