,Time,C0,C1,C2,C3,C4
50,-1.953613,113.19840683439502,109.56232613104734,100.60274829792962,97.99000414714656,95.36112739435042
51,-1.8929354,113.01601053171308,109.56474676808043,100.64590523489684,97.9949921266462,95.39081070327698
52,-1.7697499,113.01601053171309,109.56474676808041,100.64590523489692,97.99499212664617,95.39081070327695
53,-1.5183116,113.01601053171309,109.56474676808043,100.64590523489684,97.99499212664614,95.39081070327697
54,-1.2319885,113.01601053171306,109.56474676808044,100.64590523489683,97.99499212664617,95.390810703277
55,-0.7923107,113.0160105317131,109.56474676808041,100.64590523489682,97.9949921266462,95.39081070327695
56,-0.20213269,113.01601053171304,109.56474676808041,100.6459052348969,97.99499212664621,95.39081070327698
57,-0.083157845,113.01601053171306,109.56474676808041,100.64590523489689,97.99499212664617,95.39081070327695
58,0.11776451,113.01601053171306,109.56474676808047,100.6459052348968,97.99499212664617,95.39081070327695
59,0.12944777,113.01601053171302,109.56474676808041,100.64590523489687,97.99499212664618,95.39081070327688
60,0.0713322,113.01601053171304,109.56474676808043,100.64590523489682,97.99499212664617,95.39081070327695
61,0.069645,113.01601053171306,109.56474676808043,100.6459052348969,97.99499212664624,95.39081070327697
62,0.074767716,113.01601053171314,109.56474676808041,100.64590523489686,97.99499212664617,95.39081070327697
63,0.12808079,113.01601053171305,109.56474676808041,100.64590523489693,97.99499212664618,95.39081070327697
64,0.13359804,113.01601053171306,109.56474676808041,100.64590523489682,97.99499212664621,95.3908107032769
65,0.097124994,113.29225527240294,109.56073255510948,100.27622942732509,98.11657383666109,95.39901583970557
66,-0.07012704,113.29225527240281,109.5607325551095,100.2762294273251,98.116573836661,95.39901583970563
67,-0.18012898,113.29225527240283,109.5607325551095,100.27622942732503,98.11657383666103,95.39901583970563
68,-0.30562615,113.29225527240284,109.56073255510952,100.27622942732508,98.11657383666102,95.39901583970561
69,-0.39753985,113.01601053171315,109.5647467680804,100.64590523489683,97.9949921266462,95.39081070327693
70,-0.4622396,113.01601053171309,109.56474676808043,100.6459052348968,97.9949921266462,95.39081070327688
71,-0.5652521,113.01601053171316,109.56474676808043,100.64590523489686,97.9949921266462,95.39081070327691
72,-0.6514127,113.01601053171302,109.56474676808043,100.64590523489684,97.9949921266462,95.39081070327687
73,-0.70179737,113.01601053171308,109.56474676808044,100.64590523489682,97.99499212664618,95.39081070327695
74,-0.7028955,113.01601053171305,109.56474676808043,100.64590523489686,97.99499212664617,95.39081070327701
75,-0.67585105,113.01601053171315,109.56474676808044,100.64590523489683,97.99499212664622,95.39081070327687
76,-0.5747286,113.01601053171312,109.56474676808044,100.64590523489684,97.99499212664615,95.39081070327701
77,-0.46807775,113.01601053171306,109.56474676808041,100.6459052348968,97.99499212664615,95.390810703277
78,-0.34549513,113.01601053171309,109.56474676808041,100.6459052348968,97.99499212664617,95.39081070327694
79,-0.22635151,113.01601053171305,109.56474676808041,100.64590523489686,97.99499212664622,95.39081070327698
80,-0.095597535,113.01601053171309,109.56474676808038,100.6459052348969,97.99499212664618,95.39081070327695
81,-0.044773232,113.01601053171306,109.56474676808043,100.64590523489687,97.9949921266462,95.39081070327694
82,0.10103771,113.01601053171304,109.56474676808043,100.64590523489682,97.99499212664617,95.39081070327695
83,-0.06861835,113.016010531713,109.56474676808041,100.64590523489687,97.99499212664618,95.39081070327691
84,0.0075590583,113.0160105317131,109.56474676808044,100.64590523489687,97.99499212664617,95.39081070327703
85,-0.0494,113.01601053171308,109.56474676808043,100.64590523489682,97.99499212664618,95.39081070327695
86,-0.059230756,113.01601053171315,109.56474676808041,100.64590523489682,97.9949921266462,95.39081070327698
87,-0.16224496,113.01601053171312,109.56474676808041,100.64590523489682,97.9949921266462,95.39081070327697
88,-0.26135895,113.01601053171301,109.56474676808045,100.64590523489684,97.99499212664617,95.39081070327698
89,-0.44724238,113.01601053171305,109.56474676808043,100.64590523489684,97.99499212664615,95.39081070327701
90,-0.6290124,113.01601053171302,109.56474676808048,100.6459052348968,97.99499212664612,95.39081070327693
91,-0.7664064,113.01601053171305,109.56474676808045,100.64590523489683,97.99499212664618,95.39081070327694
92,-0.8655479,113.01601053171308,109.5647467680804,100.64590523489684,97.99499212664615,95.39081070327691
93,-0.8450511,113.01601053171304,109.56474676808043,100.64590523489682,97.99499212664615,95.39081070327694
94,-0.8978884,113.0160105317131,109.56474676808044,100.64590523489682,97.99499212664617,95.390810703277
95,-0.9961987,113.0160105317131,109.56474676808041,100.6459052348969,97.99499212664615,95.390810703277
96,-1.1041558,113.01601053171308,109.56474676808038,100.6459052348968,97.99499212664617,95.39081070327693
97,-1.2128122,113.01601053171309,109.56474676808044,100.64590523489687,97.99499212664624,95.39081070327691
98,-1.2797275,113.01601053171306,109.56474676808044,100.64590523489683,97.9949921266462,95.39081070327698
99,-1.2884967,113.21553767971827,109.56420404756616,100.58310247141216,97.93225292684396,95.43011242981437
100,-1.2890979,113.01601053171312,109.56474676808043,100.64590523489686,97.99499212664618,95.39081070327701
101,-1.2189956,113.01601053171314,109.56474676808041,100.64590523489684,97.99499212664621,95.39081070327695
102,-1.0826163,113.01601053171305,109.56474676808041,100.64590523489687,97.99499212664622,95.39081070327687
103,-0.9122681,113.01601053171312,109.56474676808044,100.64590523489687,97.99499212664614,95.39081070327693
104,-0.5595928,113.01601053171312,109.5647467680804,100.6459052348968,97.99499212664615,95.39081070327693
105,-0.24805307,113.01601053171305,109.56474676808045,100.64590523489687,97.99499212664618,95.39081070327697
106,0.012313634,113.01601053171309,109.56474676808043,100.64590523489687,97.99499212664621,95.39081070327693
107,0.08007451,113.01601053171306,109.56474676808043,100.64590523489682,97.99499212664615,95.39081070327697
108,0.08764015,113.01601053171304,109.5647467680804,100.64590523489679,97.9949921266462,95.39081070327694
109,0.046643827,113.01601053171312,109.5647467680804,100.64590523489687,97.99499212664622,95.39081070327697
110,-0.057697065,113.01601053171304,109.56474676808045,100.64590523489686,97.9949921266462,95.39081070327691
111,-0.14637879,113.0160105317131,109.56474676808043,100.64590523489683,97.99499212664618,95.39081070327698
112,-0.28218392,113.0160105317131,109.56474676808038,100.64590523489687,97.99499212664617,95.39081070327694
113,-0.41289064,113.01601053171305,109.56474676808045,100.6459052348968,97.9949921266462,95.39081070327693
114,-0.53930473,113.01601053171306,109.5647467680804,100.64590523489686,97.99499212664617,95.39081070327698
115,-0.6577208,113.2922552724028,109.5607325551095,100.27622942732509,98.11657383666106,95.39901583970563
116,-0.7574134,113.2922552724029,109.56073255510951,100.27622942732512,98.11657383666106,95.3990158397056
117,-0.85961664,113.29225527240285,109.56073255510954,100.27622942732508,98.11657383666108,95.39901583970564
118,-0.9405955,113.01601053171308,109.56474676808041,100.64590523489686,97.99499212664621,95.39081070327697
119,-0.9708848,113.01601053171308,109.56474676808041,100.64590523489684,97.99499212664615,95.390810703277
120,-1.1406941,113.01601053171304,109.56474676808044,100.64590523489683,97.99499212664617,95.39081070327695
121,-1.2624922,113.01601053171304,109.56474676808043,100.6459052348968,97.99499212664618,95.39081070327697
122,-1.3514868,113.01601053171301,109.5647467680804,100.64590523489687,97.9949921266462,95.390810703277
123,-1.3889389,113.12628711490723,109.55822608614137,100.6458750161705,98.035304599965,95.42249663352607
124,-1.3874916,113.12628711490734,109.5582260861414,100.64587501617054,98.03530459996499,95.42249663352601
125,-1.2642533,113.1262871149073,109.55822608614137,100.64587501617059,98.03530459996497,95.42249663352607
126,-1.163201,113.12628711490729,109.5582260861414,100.64587501617052,98.035304599965,95.42249663352607
127,-1.0568924,113.12628711490719,109.55822608614137,100.64587501617056,98.03530459996497,95.42249663352608
128,-0.9425991,113.01601053171309,109.5647467680804,100.64590523489682,97.99499212664615,95.39081070327693
129,-0.81139815,113.12628711490721,109.55822608614139,100.64587501617059,98.03530459996499,95.42249663352602
130,-0.7012917,113.01601053171305,109.56474676808044,100.64590523489684,97.99499212664618,95.39081070327697
131,-0.52681506,113.0160105317131,109.56474676808044,100.64590523489689,97.99499212664621,95.39081070327701
132,-0.37886953,113.01601053171309,109.56474676808041,100.64590523489687,97.99499212664617,95.39081070327698
133,-0.31649745,113.01601053171306,109.56474676808038,100.64590523489683,97.99499212664618,95.39081070327695
134,-0.19127461,113.21023570384125,109.55910533056033,100.61570799746858,97.97234018950758,95.41888841274786
135,-0.058700077,113.2102357038413,109.55910533056029,100.61570799746853,97.9723401895076,95.41888841274782
136,0.05248199,113.21023570384129,109.55910533056029,100.61570799746855,97.97234018950756,95.41888841274775
137,0.18249203,113.2102357038413,109.5591053305603,100.61570799746855,97.97234018950768,95.41888841274782
138,0.29329625,113.21023570384118,109.55910533056026,100.61570799746853,97.97234018950758,95.41888841274785
139,0.39258945,113.21023570384128,109.5591053305603,100.61570799746846,97.97234018950756,95.41888841274779
140,0.45536375,113.29225527240288,109.56073255510952,100.27622942732508,98.11657383666113,95.39901583970561
141,0.49367473,113.29225527240285,109.56073255510954,100.27622942732506,98.11657383666106,95.39901583970564
142,0.52566755,113.29225527240287,109.5607325551095,100.27622942732509,98.11657383666109,95.39901583970565
143,0.5378246,113.29225527240287,109.56073255510951,100.2762294273251,98.11657383666105,95.39901583970565
144,0.5359595,113.29225527240284,109.56073255510954,100.27622942732515,98.11657383666109,95.39901583970563
145,0.4617965,113.2922552724029,109.56073255510951,100.2762294273251,98.11657383666103,95.3990158397056
146,0.36547273,113.29225527240284,109.56073255510952,100.27622942732505,98.11657383666102,95.39901583970563
147,0.20137627,113.29225527240283,109.56073255510958,100.27622942732508,98.11657383666108,95.39901583970567
148,0.04312079,113.21553767971817,109.56420404756612,100.58310247141216,97.93225292684397,95.4301124298144
149,-0.10538314,113.29225527240285,109.56073255510952,100.2762294273251,98.11657383666109,95.39901583970558
150,-0.19426142,113.29225527240287,109.56073255510954,100.27622942732512,98.11657383666105,95.39901583970558
151,-0.22526655,113.01601053171302,109.56474676808043,100.64590523489692,97.99499212664614,95.39081070327695
152,-0.21732512,113.01601053171296,109.56474676808047,100.64590523489679,97.99499212664615,95.39081070327693
153,-0.20524314,113.01601053171308,109.56474676808043,100.64590523489686,97.99499212664615,95.390810703277
154,-0.21788706,113.01601053171305,109.56474676808041,100.64590523489684,97.99499212664618,95.390810703277
155,-0.2628329,113.0160105317131,109.56474676808043,100.6459052348968,97.99499212664612,95.39081070327703
156,-0.34352037,113.01601053171305,109.56474676808044,100.6459052348968,97.99499212664621,95.39081070327703
157,-0.41734168,113.01601053171305,109.56474676808043,100.64590523489684,97.99499212664618,95.39081070327697
158,-0.4318666,113.01601053171304,109.56474676808043,100.64590523489686,97.99499212664614,95.3908107032769
159,-0.47043526,113.01601053171306,109.56474676808041,100.64590523489687,97.99499212664622,95.39081070327694
160,-0.518377,113.01601053171304,109.56474676808043,100.64590523489689,97.99499212664615,95.39081070327697
161,-0.65708315,113.01601053171305,109.56474676808044,100.64590523489686,97.9949921266462,95.39081070327694
162,-0.8167709,113.0160105317131,109.56474676808043,100.64590523489686,97.99499212664622,95.39081070327694
163,-0.93063873,113.01601053171306,109.5647467680804,100.64590523489689,97.99499212664617,95.3908107032769
164,-1.0259928,113.01601053171302,109.56474676808038,100.64590523489686,97.99499212664621,95.39081070327691
165,-1.1247066,113.0160105317131,109.56474676808043,100.64590523489683,97.99499212664615,95.39081070327694
166,-1.1488074,113.01601053171308,109.56474676808041,100.6459052348969,97.99499212664625,95.39081070327697
167,-1.1595551,113.01601053171309,109.56474676808043,100.64590523489687,97.99499212664618,95.390810703277
168,-1.2367685,113.01601053171319,109.56474676808043,100.64590523489684,97.99499212664618,95.39081070327701
169,-1.2791238,113.01601053171312,109.56474676808038,100.64590523489682,97.99499212664618,95.39081070327701
170,-1.3667952,113.01601053171305,109.56474676808044,100.64590523489686,97.9949921266462,95.39081070327694
171,-1.4135393,113.01601053171305,109.5647467680804,100.64590523489682,97.99499212664614,95.39081070327694
172,-1.5042483,113.01601053171309,109.56474676808043,100.64590523489683,97.99499212664617,95.39081070327695
173,-1.5979065,113.01601053171302,109.56474676808043,100.64590523489687,97.99499212664618,95.39081070327694
174,-1.6809118,113.01601053171305,109.56474676808047,100.64590523489687,97.9949921266462,95.39081070327697
175,-1.7929657,113.01601053171306,109.5647467680804,100.6459052348969,97.99499212664615,95.39081070327701
176,-1.9344757,113.01601053171302,109.56474676808043,100.6459052348969,97.99499212664621,95.39081070327686
177,-2.129524,113.01601053171305,109.5647467680804,100.64590523489689,97.99499212664621,95.39081070327693
178,-2.2935462,113.01601053171301,109.56474676808041,100.64590523489686,97.99499212664618,95.39081070327693
179,-2.545211,113.19840683439504,109.5623261310473,100.60274829792955,97.99000414714651,95.36112739435048
180,-2.7120678,113.19840683439502,109.56232613104733,100.60274829792955,97.99000414714659,95.36112739435043
181,-2.8449008,113.19840683439502,109.56232613104734,100.60274829792958,97.99000414714651,95.36112739435049
182,-2.920263,113.19840683439504,109.5623261310473,100.60274829792954,97.99000414714655,95.36112739435043
183,-2.9459903,113.01601053171306,109.56474676808038,100.64590523489684,97.99499212664615,95.39081070327695
184,-2.9346042,113.01601053171301,109.56474676808041,100.64590523489683,97.9949921266462,95.39081070327688
185,-2.9510481,113.01601053171308,109.56474676808041,100.64590523489683,97.99499212664614,95.39081070327694
186,-2.936971,113.01601053171304,109.56474676808041,100.64590523489687,97.9949921266462,95.39081070327703
187,-2.854071,113.01601053171306,109.56474676808044,100.64590523489686,97.99499212664621,95.39081070327701
188,-2.7228653,113.01601053171302,109.56474676808041,100.64590523489684,97.99499212664617,95.39081070327695
189,-2.5652955,113.01601053171304,109.56474676808043,100.64590523489684,97.99499212664617,95.39081070327695
190,-2.4118397,113.01601053171304,109.5647467680804,100.64590523489684,97.99499212664611,95.39081070327691
191,-2.1417122,113.01601053171308,109.56474676808041,100.64590523489686,97.99499212664618,95.39081070327693
192,-1.6700504,113.01601053171304,109.56474676808043,100.64590523489684,97.99499212664618,95.39081070327695
193,-1.1792072,113.01601053171306,109.56474676808041,100.64590523489687,97.99499212664617,95.39081070327697
194,-0.6503861,113.01601053171309,109.56474676808044,100.6459052348968,97.9949921266462,95.39081070327688
195,-0.17026348,113.01601053171305,109.5647467680804,100.64590523489684,97.99499212664615,95.39081070327695
196,0.25184703,113.01601053171305,109.56474676808044,100.64590523489683,97.99499212664621,95.39081070327695
197,0.3027964,113.01601053171306,109.56474676808045,100.64590523489683,97.9949921266462,95.39081070327695
198,0.28206307,113.01601053171315,109.56474676808041,100.64590523489687,97.99499212664627,95.39081070327693
199,0.26413393,113.01601053171302,109.56474676808043,100.64590523489683,97.99499212664614,95.39081070327698
200,0.11941628,113.01601053171302,109.56474676808043,100.64590523489686,97.99499212664614,95.39081070327695
201,-0.049691733,113.01601053171308,109.5647467680804,100.64590523489686,97.9949921266462,95.39081070327695
202,-0.20842028,113.29225527240294,109.56073255510951,100.27622942732502,98.11657383666109,95.39901583970561
203,-0.22940221,113.29225527240287,109.5607325551095,100.27622942732506,98.11657383666108,95.39901583970558
204,-0.1285156,113.29225527240285,109.56073255510955,100.27622942732505,98.11657383666102,95.39901583970558
205,-0.08426087,113.29225527240284,109.56073255510954,100.27622942732508,98.11657383666106,95.39901583970563
206,0.0052557457,113.29225527240281,109.56073255510954,100.27622942732508,98.11657383666103,95.3990158397056
207,-0.123684615,113.29225527240285,109.56073255510952,100.27622942732506,98.11657383666103,95.39901583970561
208,-0.21417229,113.0160105317131,109.56474676808044,100.64590523489689,97.9949921266462,95.390810703277
209,-0.21629502,113.016010531713,109.56474676808044,100.64590523489683,97.99499212664612,95.39081070327695
210,-0.25511235,113.01601053171304,109.5647467680804,100.64590523489686,97.99499212664615,95.390810703277
211,-0.3231344,113.0160105317131,109.56474676808044,100.6459052348968,97.99499212664621,95.3908107032769
212,-0.43244383,113.01601053171312,109.56474676808041,100.64590523489689,97.99499212664612,95.39081070327698
213,-0.4986842,113.01601053171308,109.56474676808041,100.64590523489686,97.99499212664618,95.39081070327694
214,-0.5581286,113.01601053171308,109.56474676808043,100.64590523489682,97.99499212664615,95.39081070327693
215,-0.6119432,113.01601053171308,109.56474676808044,100.64590523489687,97.99499212664617,95.39081070327698
216,-0.67460567,113.016010531713,109.56474676808043,100.64590523489686,97.99499212664617,95.39081070327694
217,-0.74695194,113.01601053171316,109.56474676808041,100.64590523489689,97.99499212664618,95.39081070327691
218,-0.77760077,113.12628711490731,109.55822608614137,100.6458750161705,98.03530459996495,95.42249663352604
219,-0.8200939,113.12628711490734,109.55822608614139,100.64587501617056,98.035304599965,95.42249663352602
220,-0.8735973,113.12628711490736,109.55822608614139,100.6458750161705,98.03530459996493,95.42249663352602
221,-0.9164295,113.12628711490716,109.5582260861414,100.64587501617058,98.03530459996502,95.42249663352602
222,-0.86852777,113.21553767971821,109.56420404756612,100.58310247141213,97.93225292684399,95.43011242981433
223,-0.86451536,113.19840683439507,109.56232613104727,100.60274829792957,97.9900041471466,95.36112739435042
224,-0.86658597,113.198406834395,109.56232613104729,100.60274829792958,97.99000414714654,95.36112739435046
225,-0.87220114,113.19840683439503,109.56232613104737,100.60274829792955,97.99000414714658,95.36112739435042
