,Time,C0,∂vel1/∂vel1,∂vel1/∂pos0,∂vel1/∂vel2,∂vel1/∂vel11
0,-0.10722246,,,,,
1,-0.03872044,,,,,
2,-0.011299488,,,,,
3,-0.012146907,,,,,
4,-0.045546327,,,,,
5,-0.091674395,,,,,
6,-0.11249035,0.03130722192674851,0.14580178424294932,0.1607291065128898,0.03408269873308209,0.041963067960457456
7,-0.14663717,0.031307221926748494,0.14580178424294934,0.16072910651288988,0.03408269873308208,0.04196306796045742
8,-0.16490878,0.03130722192674856,0.14580178424294937,0.16072910651288988,0.03408269873308211,0.04196306796045744
9,-0.18794677,0.031307221926748466,0.14580178424294926,0.16072910651288982,0.03408269873308208,0.04196306796045744
10,-0.20112273,0.03130722192674854,0.14580178424294948,0.16072910651288996,0.03408269873308211,0.04196306796045744
11,-0.22867359,0.03130722192674853,0.14580178424294932,0.16072910651288988,0.034082698733082145,0.041963067960457456
12,-0.3126792,0.031307221926748556,0.14580178424294932,0.1607291065128898,0.03408269873308213,0.041963067960457456
13,-0.30833927,0.031307221926748535,0.14580178424294926,0.16072910651288994,0.034082698733082076,0.04196306796045747
14,-0.34276396,0.03130722192674851,0.14580178424294932,0.16072910651288977,0.03408269873308216,0.04196306796045743
15,-0.23628925,0.031307221926748584,0.1458017842429494,0.1607291065128899,0.03408269873308206,0.0419630679604575
16,0.045866564,0.031307221926748556,0.14580178424294934,0.16072910651288988,0.03408269873308216,0.04196306796045739
17,0.2697005,0.03130722192674854,0.1458017842429494,0.16072910651288974,0.03408269873308216,0.04196306796045747
18,0.20007181,0.031307221926748535,0.14580178424294937,0.16072910651288988,0.0340826987330821,0.0419630679604575
19,0.1974844,0.031307221926748494,0.14580178424294932,0.16072910651288966,0.034082698733082166,0.04196306796045745
20,0.25219157,0.03130722192674858,0.14580178424294957,0.16072910651288985,0.03408269873308213,0.04196306796045747
21,0.26713604,0.03130722192674843,0.14580178424294934,0.16072910651288974,0.0340826987330821,0.041963067960457394
22,0.25106075,0.03130722192674847,0.14580178424294943,0.16072910651288977,0.03408269873308207,0.04196306796045748
23,0.12821068,0.03130722192674855,0.14580178424294934,0.1607291065128897,0.03408269873308211,0.04196306796045746
24,0.009762347,0.031373715315220534,0.14558372587032534,0.16064909753449388,0.03532210705645667,0.041837764561026544
25,-0.08331413,0.0313072219267485,0.14580178424294954,0.16072910651288969,0.03408269873308212,0.04196306796045747
26,-0.16373697,0.03130722192674853,0.14580178424294932,0.1607291065128898,0.03408269873308212,0.04196306796045744
27,-0.19187616,0.03130722192674855,0.1458017842429493,0.1607291065128899,0.03408269873308213,0.04196306796045744
28,-0.23528068,0.03130722192674852,0.14580178424294948,0.1607291065128897,0.03408269873308206,0.041963067960457484
29,-0.2985259,0.03130722192674844,0.14580178424294932,0.16072910651288974,0.03408269873308207,0.04196306796045744
30,-0.3796218,0.03130722192674859,0.1458017842429495,0.16072910651288985,0.03408269873308209,0.04196306796045747
31,-0.4301787,0.03130722192674848,0.14580178424294926,0.1607291065128896,0.03408269873308217,0.0419630679604574
32,-0.5759355,0.031307221926748605,0.1458017842429494,0.16072910651288974,0.03408269873308209,0.04196306796045747
33,-0.7151129,0.03130722192674862,0.14580178424294937,0.1607291065128899,0.03408269873308212,0.04196306796045748
34,-0.88923705,0.031307221926748556,0.14580178424294918,0.16072910651288985,0.03408269873308212,0.04196306796045742
35,-1.0451809,0.031307221926748535,0.1458017842429494,0.16072910651288985,0.03408269873308213,0.041963067960457436
36,-1.2388783,0.03130722192674848,0.14580178424294948,0.16072910651288985,0.03408269873308214,0.04196306796045743
37,-1.3327966,0.03130722192674861,0.14580178424294948,0.1607291065128897,0.03408269873308204,0.041963067960457456
38,-1.4322867,0.03128539515031346,0.14538574056011538,0.16068274954078113,0.036238802764493136,0.04172852690305546
39,-1.4518746,0.03128539515031347,0.14538574056011516,0.16068274954078116,0.03623880276449313,0.04172852690305548
40,-1.4780651,0.031285395150313505,0.14538574056011533,0.16068274954078116,0.03623880276449308,0.04172852690305549
