,pos0,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,vel0,vel1,vel2,vel3,vel4,vel5,vel6,vel7,vel8,vel9,vel10,vel11,acc0,acc1,acc2,acc3,acc4,acc5,acc6,acc7,acc8,acc9,acc10,acc11
E,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,33.0,29.0,18.0,36.0,32.0,17.0,30.0,23.0,30.0,36.0,30.0,36.0,18.0,13.0,9.0,12.0,1.0,17.0,7.0,11.0,3.0,6.0,8.0,14.0
